service_mapping,policy,hour_index,trace_timestamp_anonymized,region,assigned_accelerator_hours,it_energy_kwh,facility_energy_kwh,carbon_kgco2e,direct_water_l,high_stress_direct_water_l,water_stress_category,latency_from_east_ms,migrated
triangulated_linear,E0_true_no_migration_status_quo,6,2024-05-10 06:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,6,2024-05-10 06:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,6,2024-05-10 06:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,7,2024-05-10 07:00:00+00:00,east,35.67494990735997,23.54540043889533,29.431750548619164,15.800067385144343,27.077210504729628,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,7,2024-05-10 07:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,7,2024-05-10 07:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,7,2024-05-10 07:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,8,2024-05-10 08:00:00+00:00,east,30.601869223474644,20.19717664401729,25.24647080502161,13.681062529241212,23.22675314061988,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,8,2024-05-10 08:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,8,2024-05-10 08:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,8,2024-05-10 08:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,9,2024-05-10 09:00:00+00:00,east,36.1869999936314,23.883352541346486,29.854190676683103,14.272169030371817,27.465855422548454,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,9,2024-05-10 09:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,9,2024-05-10 09:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,9,2024-05-10 09:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,10,2024-05-10 10:00:00+00:00,east,37.1132543373646,24.49467868162412,30.61834835203015,12.878842775572679,28.168880483867735,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,10,2024-05-10 10:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,10,2024-05-10 10:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,10,2024-05-10 10:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,11,2024-05-10 11:00:00+00:00,east,47.77397974850953,31.530737580833094,39.41342197604137,14.630262237506553,36.260348217958054,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,11,2024-05-10 11:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,11,2024-05-10 11:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,11,2024-05-10 11:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,12,2024-05-10 12:00:00+00:00,east,80.05971953155971,52.83926565534792,66.0490820691849,20.8393110063537,60.76515550365011,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,12,2024-05-10 12:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,12,2024-05-10 12:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,12,2024-05-10 12:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,13,2024-05-10 13:00:00+00:00,east,132.7569164614825,87.61931739878086,109.52414674847607,33.54040088988644,100.76221500859798,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,13,2024-05-10 13:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,13,2024-05-10 13:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,13,2024-05-10 13:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,14,2024-05-10 14:00:00+00:00,east,200.0434209269812,132.0282849204658,165.03535615058226,53.16613998391007,151.83252765853567,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,14,2024-05-10 14:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,14,2024-05-10 14:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,14,2024-05-10 14:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,15,2024-05-10 15:00:00+00:00,east,227.1416651268267,149.91307557982714,187.39134447478392,68.82415604197627,172.40003691680118,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,15,2024-05-10 15:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,15,2024-05-10 15:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,15,2024-05-10 15:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,16,2024-05-10 16:00:00+00:00,east,207.1376036516319,136.71043229480966,170.88804036851207,83.02381831253697,157.2169971390311,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,16,2024-05-10 16:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,16,2024-05-10 16:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,16,2024-05-10 16:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,17,2024-05-10 17:00:00+00:00,east,229.20683005323187,151.2760805816797,189.09510072709963,97.65107370423333,173.96749266893164,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,17,2024-05-10 17:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,17,2024-05-10 17:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,17,2024-05-10 17:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,18,2024-05-10 18:00:00+00:00,east,238.0355880805574,157.10304442245038,196.37880552806297,100.54594843036823,180.66850108581792,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,18,2024-05-10 18:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,18,2024-05-10 18:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,18,2024-05-10 18:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,19,2024-05-10 19:00:00+00:00,east,248.0429443470414,163.7078809040972,204.63485113012152,103.50174976597634,188.26406303971177,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,19,2024-05-10 19:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,19,2024-05-10 19:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,19,2024-05-10 19:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,20,2024-05-10 20:00:00+00:00,east,238.41626437844587,157.35429006945634,196.6928625868204,99.91013955097544,180.9574335798748,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,20,2024-05-10 20:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,20,2024-05-10 20:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,20,2024-05-10 20:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,21,2024-05-10 21:00:00+00:00,east,177.412720029764,117.09206451310604,146.36508064138255,74.91513696278365,134.65587419007193,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,21,2024-05-10 21:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,21,2024-05-10 21:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,21,2024-05-10 21:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,22,2024-05-10 22:00:00+00:00,east,134.34369370043632,88.66658741865508,110.83323427331884,57.36866747529825,101.96657553145333,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,22,2024-05-10 22:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,22,2024-05-10 22:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,22,2024-05-10 22:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,23,2024-05-10 23:00:00+00:00,east,88.172585292732,58.19374193491787,72.74217741864733,39.58902078288108,66.92280322515555,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,23,2024-05-10 23:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,23,2024-05-10 23:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,23,2024-05-10 23:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,24,2024-05-11 00:00:00+00:00,east,69.49283049998328,45.86513859173827,57.33142323967284,33.970301555087154,52.74490938049901,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,24,2024-05-11 00:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,24,2024-05-11 00:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,24,2024-05-11 00:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,25,2024-05-11 01:00:00+00:00,east,59.40807487150244,39.20921867544997,49.01152334431245,29.063220699135478,45.09060147676745,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,25,2024-05-11 01:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,25,2024-05-11 01:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,25,2024-05-11 01:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,26,2024-05-11 02:00:00+00:00,east,55.69983803613778,36.76178927645563,45.95223659556953,27.304818985087415,42.27605766792397,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,26,2024-05-11 02:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,26,2024-05-11 02:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,26,2024-05-11 02:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,27,2024-05-11 03:00:00+00:00,east,52.178415881785895,34.437657218697446,43.047071523371805,25.73892024061209,39.60330580150206,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,27,2024-05-11 03:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,27,2024-05-11 03:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,27,2024-05-11 03:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,28,2024-05-11 04:00:00+00:00,east,46.15287135482152,30.460809062829377,38.076011328536715,22.740421815826945,35.02993042225378,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,28,2024-05-11 04:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,28,2024-05-11 04:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,28,2024-05-11 04:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,29,2024-05-11 05:00:00+00:00,east,37.47747670544344,24.735064765626717,30.918830957033396,18.37853960624761,28.445324480470724,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,29,2024-05-11 05:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,29,2024-05-11 05:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,29,2024-05-11 05:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,30,2024-05-11 06:00:00+00:00,east,31.45356398763698,20.75929360076109,25.949117000951357,15.240565142583756,23.87318764087525,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,30,2024-05-11 06:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,30,2024-05-11 06:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,30,2024-05-11 06:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,31,2024-05-11 07:00:00+00:00,east,21.832321376602355,14.409291411974909,18.011614264968635,10.424221755850597,16.570685123771142,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,31,2024-05-11 07:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,31,2024-05-11 07:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,31,2024-05-11 07:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,32,2024-05-11 08:00:00+00:00,east,15.44521187813647,10.193811048891753,12.742263811114691,7.267390886371626,11.722882706225516,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,32,2024-05-11 08:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,32,2024-05-11 08:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,32,2024-05-11 08:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,33,2024-05-11 09:00:00+00:00,east,12.12763257962545,8.004214896014854,10.005268620018567,5.169096966674842,9.204847130417082,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,33,2024-05-11 09:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,33,2024-05-11 09:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,33,2024-05-11 09:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,34,2024-05-11 10:00:00+00:00,east,10.21134514942394,6.739468764141303,8.424335955176627,3.960385636727972,7.750389078762497,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,34,2024-05-11 10:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,34,2024-05-11 10:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,34,2024-05-11 10:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,35,2024-05-11 11:00:00+00:00,east,15.968642755697116,10.539274452379397,13.174093065474246,5.618586016261448,12.120165620236307,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,35,2024-05-11 11:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,35,2024-05-11 11:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,35,2024-05-11 11:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,36,2024-05-11 12:00:00+00:00,east,27.776060651779744,18.332148254152816,22.91518531769102,9.455378341712255,21.081970492275737,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,36,2024-05-11 12:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,36,2024-05-11 12:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,36,2024-05-11 12:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,37,2024-05-11 13:00:00+00:00,east,40.20177179164909,26.533094444294697,33.16636805536837,13.525244892979222,30.5130586109389,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,37,2024-05-11 13:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,37,2024-05-11 13:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,37,2024-05-11 13:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,38,2024-05-11 14:00:00+00:00,east,47.83154165214268,31.568728329932593,39.460910412415735,16.570622804933677,36.30403757942248,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,38,2024-05-11 14:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,38,2024-05-11 14:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,38,2024-05-11 14:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
triangulated_linear,E0_true_no_migration_status_quo,39,2024-05-11 15:00:00+00:00,east,52.136255492984766,34.40983144067786,43.01228930084732,19.500696661771652,39.571306156779535,0.0,medium_high,2.5,False
triangulated_linear,E0_true_no_migration_status_quo,39,2024-05-11 15:00:00+00:00,north,0.0,0.0,0.0,0.0,0.0,0.0,extremely_high,14.693,True
triangulated_linear,E0_true_no_migration_status_quo,39,2024-05-11 15:00:00+00:00,northwest,0.0,0.0,0.0,0.0,0.0,0.0,high,18.956,True
triangulated_linear,E0_true_no_migration_status_quo,39,2024-05-11 15:00:00+00:00,southwest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,low_medium,17.801,True
